"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*06f0z*","Charles McAdoo","TOR","3B","855","FA","24","@ATL Wed 7:15PM","8","4","13%","-1%"
"*03av1*","Jake Rogers","DET","C","858","FA","31","@TB Wed 1:10PM","8","0.4","3%","0%"
"*04yia*","Will Wilson","SEA","3B","861","FA","27","NYM Wed 3:40PM","8","4","2%","0%"
"*0519u*","Tyler Tolbert","KC","2B,OF","860","FA","28","@CIN Wed 7:10PM","8","0.62","2%","0%"
"*02bra*","James McCann","ARI","C","856","FA","35","LAD Wed 9:40PM","8","0.36","2%","0%"
"*03dg7*","Austin Slater","TB","OF","859","FA","33","DET Wed 1:10PM","8","0.38","1%","0%"
"*03yux*","Jose Azocar","ATL","OF","854","FA","30","TOR Wed 7:15PM","8","0.89","1%","0%"
"*04coa*","Trevor Richards","CHW","RP","862","FA","33","@MIN Wed 1:40PM","7.83","0.65","1%","0%"
"*03vcw*","Jordan Hicks","CHW","SP,RP","863","FA","29","@MIN Wed 1:40PM","7.83","0.39","6%","0%"
"*02n6w*","Ryan Borucki","SF","RP","864","FA","32","@MIL Wed 7:40PM","7.81","0.37","1%","0%"
"*05yj3*","Josh Ekness","MIA","RP","865","FA","24","@WSH Wed 1:05PM","7.76","1.29","5%","-1%"
"*0569p*","Coleman Crow","MIL","SP","866","FA","25","SF Wed 7:40PM","7.73","2.58","28%","-3%"
"*041z3*","John Schreiber","KC","RP","867","FA","32","@CIN Wed 7:10PM","7.7","0.3","5%","0%"
"*04022*","Tim Hill","NYY","RP","868","FA","36","CLE Wed 7:05PM","7.7","0.27","14%","-2%"
"*043r7*","Caleb Ferguson","CIN","RP","869","FA","29","KC Wed 7:10PM","7.65","2.55","3%","0%"
"*03d6n*","Erick Fedde","CHW","SP,RP","870","FA","33","@MIN Wed 1:40PM","7.6","0.69","14%","-2%"
"*06elo*","Matt Svanson","STL","RP","871","FA","27","TEX Wed 7:45PM","7.47","0.31","6%","0%"
"*05l9g*","Kyle Nicolas","CIN","RP","872","FA","27","KC Wed 7:10PM","7.42","1.06","1%","0%"
"*04s1h*","Luis Gil","NYY","SP","873","FA","28","CLE Wed 7:05PM","7.38","1.84","46%","-1%"
"*0658b*","Jonah Tong","NYM","SP","874","FA","22","@SEA Wed 3:40PM","7.3","2.43","67%","-2%"
"*0318i*","Justin Topa","(N/A)","RP","875","FA","35","","7.27","0.32","3%","-1%"
"*02mwq*","Zach Eflin","BAL","SP","876","FA","32","@BOS Wed 6:45PM","7.21","7.21","29%","-1%"
"*05ybh*","Garrett Acton","MIN","RP","877","FA","27","CHW Wed 1:40PM","7.2","1.8","1%","0%"
"*05yf9*","Carlos Rodriguez","MIL","SP,RP","878","FA","24","SF Wed 7:40PM","7.08","1.77","5%","0%"
"*0516g*","Ryan Ward","LAD","1B,OF","882","FA","28","@ARI Wed 9:40PM","7","1.75","11%","-1%"
"*05gwx*","Petey Halpin","CLE","OF","879","FA","24","@NYY Wed 7:05PM","7","0.39","3%","0%"
"*0403l*","Rafael Marchan","PHI","C","880","FA","27","SD Wed 6:40PM","7","0.32","2%","0%"
"*02mws*","Patrick Wisdom","SEA","1B,3B","883","FA","34","NYM Wed 3:40PM","7","1","1%","0%"
"*03qn0*","Garrett Stubbs","PHI","C","881","FA","33","SD Wed 6:40PM","7","0.64","1%","0%"
"*052ij*","Domingo Gonzalez","SEA","SP","884","FA","26","NYM Wed 3:40PM","6.87","1.72","1%","0%"
"*05gsw*","Yerry De Los Santos","NYY","RP","885","FA","28","CLE Wed 7:05PM","6.76","3.38","1%","0%"
"*030vs*","Kirby Yates","LAA","RP","886","FA","39","COL Wed 9:38PM","6.75","0.75","25%","-1%"
"*05xq0*","Alek Jacob","SD","RP","887","FA","27","@PHI Wed 6:40PM","6.66","3.33","1%","0%"
"*04eqw*","Isaac Mattson","PIT","RP","888","FA","30","@HOU Wed 8:10PM","6.49","0.31","5%","-1%"
"*03db4*","Jonathan Loaisiga","ARI","RP","889","FA","31","LAD Wed 9:40PM","6.48","0.26","7%","0%"
"*05oyw*","Nick Davila","SEA","RP","890","FA","27","NYM Wed 3:40PM","6.42","0.92","1%","0%"
"*05gwt*","Jake Eder","LAD","SP,RP","891","FA","27","@ARI Wed 9:40PM","6.32","1.58","4%","0%"
"*051hq*","Taylor Rashi","ARI","RP","892","FA","30","LAD Wed 9:40PM","6.21","2.07","1%","0%"
"*04eek*","Griffin Canning","SD","SP","893","FA","30","@PHI Wed 6:40PM","6.13","1.02","19%","-4%"
"*04naz*","Tyler Holton","DET","SP,RP","894","FA","29","@TB Wed 1:10PM","6.13","0.24","13%","0%"
"*03drc*","Aaron Bummer","CHC","RP","895","FA","32","ATH Wed 8:05PM","6.06","0.32","2%","0%"
"*05vy9*","Pedro Ramirez","CHC","2B,3B,SS","903","FA","22","ATH Wed 8:05PM","6","1.2","31%","-5%"
"*05xp6*","Felix Reyes","PHI","1B,OF","904","FA","25","SD Wed 6:40PM","6","0.5","5%","-1%"
"*04emu*","Eric Wagaman","NYM","1B,OF","906","FA","28","@SEA Wed 3:40PM","6","2","4%","0%"
"*04y9i*","Tyler Callihan","PIT","OF","897","FA","25","@HOU Wed 8:10PM","6","2","3%","0%"
"*03yxd*","Vidal Brujan","NYM","3B,SS","896","FA","28","@SEA Wed 3:40PM","6","0.86","2%","0%"
"*0312h*","Kyle Farmer","ATL","2B,3B","900","FA","35","TOR Wed 7:15PM","6","0.6","2%","0%"
"*05y46*","Billy Cook","PIT","OF","898","FA","27","@HOU Wed 8:10PM","6","0.19","2%","0%"
"*03mm4*","Andy Ibanez","NYM","2B,3B","902","FA","33","@SEA Wed 3:40PM","6","0.43","2%","0%"
"*03qqe*","P.J. Higgins","CIN","C,1B,3B","901","FA","33","KC Wed 7:10PM","6","0.6","1%","0%"
"*04yj5*","Rodolfo Duran","SD","C","899","FA","28","@PHI Wed 6:40PM","6","0.46","1%","0%"
"*04q63*","Hayden Senger","NYM","C","905","FA","29","@SEA Wed 3:40PM","6","0.86","0%","0%"
"*06l4y*","Logan VanWey","HOU","RP","907","FA","27","PIT Wed 8:10PM","5.99","2","1%","0%"
"*05xtu*","Will Dion","CLE","SP,RP","908","FA","26","@NYY Wed 7:05PM","5.98","1.99","3%","0%"
"*03mgq*","Jonathan Hernandez","LAD","RP","909","FA","29","@ARI Wed 9:40PM","5.98","1.5","1%","0%"
"*02hir*","Michael Lorenzen","COL","SP","910","FA","34","@LAA Wed 9:38PM","5.92","0.46","14%","-1%"
"*05lg1*","Carter Baumler","TEX","RP","911","FA","24","@STL Wed 7:45PM","5.87","1.47","5%","0%"
"*066d2*","Cade Gibson","MIA","RP","912","FA","28","@WSH Wed 1:05PM","5.86","0.98","2%","0%"
"*04o10*","Joel Peguero","SF","RP","913","FA","29","@MIL Wed 7:40PM","5.74","0.52","4%","-1%"
"*05yay*","Tyler Samaniego","BOS","SP,RP","914","FA","27","BAL Wed 6:45PM","5.71","0.29","3%","-1%"
"*04pta*","Joey Gerber","NYM","RP","915","FA","29","@SEA Wed 3:40PM","5.66","5.66","1%","0%"
"*0648k*","Paul Gervase","LAD","RP","916","FA","26","@ARI Wed 9:40PM","5.65","2.83","1%","0%"
"*060uk*","Jack Anderson","BOS","SP,RP","917","FA","26","BAL Wed 6:45PM","5.64","2.82","1%","0%"
"*03dv0*","Zach Pop","PHI","RP","918","FA","29","SD Wed 6:40PM","5.42","0.77","1%","0%"
"*03zo6*","Cionel Perez","NYM","RP","919","FA","30","@SEA Wed 3:40PM","5.27","0.29","1%","0%"
"*004ee*","Max Scherzer","TOR","SP","920","FA","41","@ATL Wed 7:15PM","5.16","1.03","25%","-1%"
"*06308*","William Kempner","MIA","RP","921","FA","24","@WSH Wed 1:05PM","5.1","1.7","1%","0%"
"*041rq*","Brenan Hanifee","DET","RP","922","FA","28","@TB Wed 1:10PM","5.07","0.42","2%","0%"
"*03pjl*","Ryan Mountcastle","BAL","1B","924","FA","29","@BOS Wed 6:45PM","5","0.62","15%","0%"
"*06gju*","Rikuu Nishida","CHW","2B,OF","925","FA","25","@MIN Wed 1:40PM","5","0.62","13%","-4%"
"*03df0*","Jose Trevino","CIN","C","926","FA","33","KC Wed 7:10PM","5","0.36","3%","0%"
"*03pjc*","Scott Kingery","CHC","2B,SS,OF","923","FA","32","ATH Wed 8:05PM","5","0.62","1%","0%"
"*04otv*","Alan Rangel","PHI","RP","927","FA","28","SD Wed 6:40PM","4.99","4.99","1%","0%"
"*04pko*","Grayson Rodriguez","LAA","SP","928","FA","26","COL Wed 9:38PM","4.94","1.24","75%","-1%"
"*06686*","Brian Fitzpatrick","MIL","RP","929","FA","26","SF Wed 7:40PM","4.87","1.22","1%","0%"
"*03ca3*","Kyle Freeland","COL","SP","930","FA","33","@LAA Wed 9:38PM","4.84","0.44","16%","-2%"
"*05ylp*","Jared Koenig","MIL","RP","931","FA","32","SF Wed 7:40PM","4.77","1.59","15%","0%"
"*051e5*","Matt Waldron","SD","SP","932","FA","29","@PHI Wed 6:40PM","4.7","0.78","5%","0%"
"*04afj*","Corbin Martin","CHC","RP","933","FA","30","ATH Wed 8:05PM","4.65","0.66","1%","0%"
"*04pq7*","Ryan Weiss","HOU","SP,RP","934","FA","29","PIT Wed 8:10PM","4.58","0.51","7%","0%"
"*01as6*","Carlos Carrasco","ATL","SP","935","FA","39","TOR Wed 7:15PM","4.42","1.1","1%","0%"
"*06309*","Trevor Martin","TB","RP","936","FA","25","DET Wed 1:10PM","4.41","0.88","1%","0%"
"*04up8*","Lazaro Estrada","TOR","RP","938","FA","27","@ATL Wed 7:15PM","4.32","4.32","2%","0%"
"*05r1e*","Eric Cerantola","KC","SP,RP","937","FA","26","@CIN Wed 7:10PM","4.32","1.44","1%","0%"
"*05u2x*","Josh Walker","BAL","RP","939","FA","31","@BOS Wed 6:45PM","4.32","1.44","0%","0%"
"*0665x*","Matt Pushard","STL","RP","940","FA","28","TEX Wed 7:45PM","4.31","0.72","1%","0%"
"*01scl*","Craig Kimbrel","TB","RP","941","FA","38","DET Wed 1:10PM","4.28","0.29","2%","0%"
"*06qcs*","Jonathan Pintaro","NYM","SP","942","FA","28","@SEA Wed 3:40PM","4.21","2.11","1%","0%"
"*05y40*","Eduardo Rivera","BOS","SP","943","FA","22","BAL Wed 6:45PM","4.1","4.1","14%","0%"
"*04prq*","Codi Heuer","CLE","RP","944","FA","29","@NYY Wed 7:05PM","4.09","0.82","1%","0%"
"*0516v*","Zak Kent","WSH","SP,RP","945","FA","28","MIA Wed 1:05PM","4.08","0.68","1%","0%"
"*064nv*","Alex Hoppe","SEA","RP","946","FA","27","NYM Wed 3:40PM","4.07","0.37","1%","0%"
"*04qii*","Addison Barger","TOR","3B,OF","947","FA","26","@ATL Wed 7:15PM","4","0.4","70%","-2%"
"*05rcs*","Gabriel Gonzalez","MIN","OF","950","FA","22","CHW Wed 1:40PM","4","4","20%","0%"
"*04fyo*","Ronny Mauricio","NYM","3B,SS","952","FA","25","@SEA Wed 3:40PM","4","0.4","18%","0%"
"*05unf*","Denzel Clarke","ATH","OF","948","FA","26","@CHC Wed 8:05PM","4","0.18","16%","0%"
"*04alq*","Pavin Smith","ARI","1B","955","FA","30","LAD Wed 9:40PM","4","1","11%","0%"
"*04pvp*","Michael Helman","TEX","OF","951","FA","30","@STL Wed 7:45PM","4","0.44","2%","0%"
"*0518b*","Oliver Dunn","TB","2B,3B","949","FA","28","DET Wed 1:10PM","4","0.5","1%","0%"
"*04aod*","Sebastian Rivero","LAA","C","954","FA","27","COL Wed 9:38PM","4","0.18","1%","0%"
"*0310a*","Reese McGuire","(N/A)","C","953","FA","31","","4","0.36","1%","0%"
"*04eqd*","Cam Sanders","PIT","SP,RP","957","FA","29","@HOU Wed 8:10PM","3.98","0.66","0%","0%"
"*04w0m*","Yovanny Cruz","NYY","RP","958","FA","26","CLE Wed 7:05PM","3.77","1.88","3%","0%"
"*03deu*","Brock Stewart","LAD","RP","959","FA","34","@ARI Wed 9:40PM","3.66","1.83","4%","0%"
"*060i2*","Jake Bennett","BOS","SP","960","FA","25","BAL Wed 6:45PM","3.41","1.7","23%","-1%"
"*0519h*","Hunter Bigge","TB","RP","961","FA","27","DET Wed 1:10PM","3.38","0.19","5%","-2%"
"*04ana*","Julian Fernandez","WSH","RP","962","FA","30","MIA Wed 1:05PM","3.32","1.11","0%","0%"
"*06rtp*","Mike Paredes","MIN","RP","963","FA","25","CHW Wed 1:40PM","3.21","3.21","1%","0%"
"*03ppa*","A.J. Minter","NYM","RP","964","FA","32","@SEA Wed 3:40PM","3.1","0.77","10%","0%"
"*0440h*","Jose Urquidy","PIT","SP,RP","965","FA","31","@HOU Wed 8:10PM","3.09","0.62","3%","0%"
"*05ajg*","Ha-seong Kim","ATL","SS","970","FA","30","TOR Wed 7:15PM","3","0.23","25%","-3%"
"*06434*","Jimmy Crooks","STL","C","966","FA","24","TEX Wed 7:45PM","3","1","20%","0%"
"*05tzg*","Jace Jung","DET","3B","969","FA","25","@TB Wed 1:10PM","3","1","19%","0%"
"*05jqi*","Shay Whitcomb","HOU","2B,3B,OF","974","FA","27","PIT Wed 8:10PM","3","0.21","5%","0%"
"*03qz9*","Sam Haggerty","TEX","OF","967","FA","32","@STL Wed 7:45PM","3","0.08","2%","0%"
"*04eia*","Jared Oliva","SF","OF","971","FA","30","@MIL Wed 7:40PM","3","0.43","1%","0%"
"*04psg*","Cesar Salazar","HOU","C","972","FA","30","PIT Wed 8:10PM","3","0.33","1%","0%"
"*056c8*","Chadwick Tromp","ATL","C","973","FA","31","TOR Wed 7:15PM","3","0.27","1%","0%"
"*041sd*","Daniel Johnson","(N/A)","OF","968","FA","30","","3","0.38","0%","0%"
"*02mzi*","Ty Blach","CHC","SP","975","FA","35","ATH Wed 8:05PM","2.99","2.99","0%","0%"
"*051g5*","Chase Solesky","TB","SP","976","FA","28","DET Wed 1:10PM","2.99","0","0%","0%"
"*066lh*","Cameron Foster","BAL","RP","977","FA","27","@BOS Wed 6:45PM","2.97","0.5","0%","0%"
"*041t2*","Brooks Kriske","ATH","RP","978","FA","32","@CHC Wed 8:05PM","2.88","1.44","0%","0%"
"*04efn*","Keegan Thompson","COL","RP","979","FA","31","@LAA Wed 9:38PM","2.87","0.96","1%","0%"
"*05j8o*","Angel Chivilli","NYY","RP","980","FA","23","CLE Wed 7:05PM","2.77","1.39","2%","0%"
"*06m7f*","Welinton Herrera","COL","RP","981","FA","22","@LAA Wed 9:38PM","2.77","0.92","3%","0%"
"*026t9*","Tyron Guerrero","BOS","RP","983","FA","35","BAL Wed 6:45PM","2.76","0.46","1%","0%"
"*03qx9*","Tayler Saucedo","LAA","RP","984","FA","32","COL Wed 9:38PM","2.66","0.89","0%","0%"
"*02bzl*","Yacksel Rios","(N/A)","RP","985","FA","32","","2.55","2.55","0%","0%"
"*05jp2*","Jared Shuster","STL","RP","986","FA","27","TEX Wed 7:45PM","2.53","0.63","2%","0%"
"*05r1z*","Zack Kelly","BOS","RP","988","FA","31","BAL Wed 6:45PM","2.39","0.14","1%","0%"
"*05a06*","Nick Mears","KC","RP","989","FA","29","@CIN Wed 7:10PM","2.38","0.11","5%","-1%"
"*05173*","Alec Gamboa","BOS","SP,RP","990","FA","29","BAL Wed 6:45PM","2.33","2.33","0%","0%"
"*05gwu*","Dax Fulton","MIA","SP","991","FA","24","@WSH Wed 1:05PM","2.32","2.32","6%","0%"
"*0512q*","Justin Slaten","BOS","RP","992","FA","28","BAL Wed 6:45PM","2.3","0.21","13%","-1%"
"*0511t*","Seth Johnson","PHI","RP","993","FA","27","SD Wed 6:40PM","2.21","0.74","2%","0%"
"*04puc*","Bennett Sousa","HOU","RP","994","FA","31","PIT Wed 8:10PM","2.1","0.42","5%","0%"
"*05yfi*","Colton Gordon","HOU","SP","995","FA","27","PIT Wed 8:10PM","2.08","0.52","4%","0%"
"*03qml*","Dylan Moore","PHI","2B,OF","997","FA","33","SD Wed 6:40PM","2","0.13","4%","0%"
"*04ydt*","Christian Koss","SF","2B","996","FA","28","@MIL Wed 7:40PM","2","0.2","2%","0%"
"*05t5r*","Michael Stefanic","ATH","2B","998","FA","30","@CHC Wed 8:05PM","2","1","0%","0%"
"*0518s*","Ryan Gusto","MIA","SP,RP","1000","FA","27","@WSH Wed 1:05PM","1.99","1","9%","+1%"
"*04pun*","Tanner Andrews","TOR","RP","999","FA","30","@ATL Wed 7:15PM","1.99","1","0%","0%"
"*03nqg*","Kolby Allard","CLE","RP","1001","FA","28","@NYY Wed 7:05PM","1.86","0.47","1%","0%"
"*0614b*","Josh Simpson","SEA","SP,RP","1002","FA","28","NYM Wed 3:40PM","1.77","0.59","1%","0%"
"*02i31*","Chris Devenski","PIT","RP","1003","FA","35","@HOU Wed 8:10PM","1.77","0.59","0%","0%"
"*028is*","Vince Velasquez","CHC","SP","1005","FA","33","ATH Wed 8:05PM","1.77","1.77","0%","0%"
"*05y12*","Daniel Duarte","NYM","RP","1004","FA","29","@SEA Wed 3:40PM","1.77","1.77","0%","0%"
"*0630h*","Mason Barnett","ATH","SP","1006","FA","25","@CHC Wed 8:05PM","1.66","1.66","4%","0%"
"*041rp*","Easton McGee","MIL","SP,RP","1009","FA","28","SF Wed 7:40PM","1.66","0.83","1%","0%"
"*03mjl*","Cam Booser","TB","RP","1007","FA","34","DET Wed 1:10PM","1.66","1.66","1%","0%"
"*05r1t*","Kervin Castro","NYY","RP","1008","FA","27","CLE Wed 7:05PM","1.66","1.66","0%","0%"
"*060pi*","Alimber Santa","HOU","RP","1011","FA","23","PIT Wed 8:10PM","1.65","0.55","8%","-1%"
"*05ymh*","Luis Curvelo","TEX","SP,RP","1010","FA","25","@STL Wed 7:45PM","1.65","0.41","1%","0%"
"*04a2t*","Kodai Senga","NYM","SP","1012","FA","33","@SEA Wed 3:40PM","1.6","0.32","59%","0%"
"*04pr7*","Nolan Hoffman","PHI","RP","1013","FA","28","SD Wed 6:40PM","1.54","0.51","0%","0%"
"*041py*","Keegan Akin","BAL","RP","1014","FA","31","@BOS Wed 6:45PM","1.51","0.1","5%","0%"
"*0422c*","Kyle Hart","SD","SP,RP","1015","FA","33","@PHI Wed 6:40PM","1.5","0.12","3%","0%"
"*05uws*","Chayce McDermott","LAD","SP,RP","1016","FA","27","@ARI Wed 9:40PM","1.33","1.33","5%","0%"
"*066b1*","Cameron Weston","BAL","SP","1019","FA","25","@BOS Wed 6:45PM","1.33","1.33","2%","0%"
"*066b2*","Drew Sommers","DET","SP","1017","FA","25","@TB Wed 1:10PM","1.33","0.67","1%","0%"
"*04eoy*","Hunter Stratton","ATL","RP","1018","FA","29","TOR Wed 7:15PM","1.33","1.33","1%","0%"
"*0513y*","Ken Waldichuk","WSH","SP,RP","1020","FA","28","MIA Wed 1:05PM","1.08","0.22","2%","0%"
"*03dqv*","Tanner Banks","PHI","RP","1021","FA","34","SD Wed 6:40PM","1.04","0.05","2%","0%"
"*05gss*","Jeferson Quero","MIL","C","1027","FA","23","SF Wed 7:40PM","1","1","27%","0%"
"*027fx*","Jeimer Candelario","LAA","1B,3B","1023","FA","32","COL Wed 9:38PM","1","0.14","3%","0%"
"*04mdf*","Jerar Encarnacion","(N/A)","OF","1024","FA","28","","1","0.06","3%","0%"
"*03qu7*","Nick Madrigal","LAA","2B,3B","1025","FA","29","COL Wed 9:38PM","1","0.2","2%","0%"
"*05yfu*","Chad Stevens","COL","3B,SS","1028","FA","27","@LAA Wed 9:38PM","1","0.1","1%","0%"
"*04yew*","Steward Berroa","PHI","OF","1022","FA","26","SD Wed 6:40PM","1","0.33","1%","0%"
"*03qk3*","Luke Williams","ATL","SS","1029","FA","29","TOR Wed 7:15PM","1","0.5","0%","0%"
"*05j94*","Logan Porter","SF","C","1026","FA","30","@MIL Wed 7:40PM","1","1","0%","0%"
"*062q0*","Brycen Mautz","STL","SP","1030","FA","24","TEX Wed 7:45PM","0.99","0.99","7%","-1%"
"*05y5l*","Franco Aleman","CLE","RP","1031","FA","25","@NYY Wed 7:05PM","0.88","0.44","4%","0%"
"*04ggi*","Andrew Kittredge","BAL","RP","1032","FA","36","@BOS Wed 6:45PM","0.85","0.06","9%","0%"
"*05taw*","Doug Nikhazy","CHC","SP","1035","FA","26","ATH Wed 8:05PM","0.66","0.66","3%","0%"
"*05jrb*","Victor Mederos","ATL","SP","1036","FA","24","TOR Wed 7:15PM","0.66","0.66","1%","0%"
"*06kv1*","Rolddy Munoz","ATL","SP","1034","FA","26","TOR Wed 7:15PM","0.66","0.66","1%","0%"
"*06879*","Anthony Molina","ATL","RP","1037","FA","24","TOR Wed 7:15PM","0.66","0.66","1%","0%"
"*05oz7*","Jose Butto","SF","RP","1033","FA","28","@MIL Wed 7:40PM","0.66","0.22","4%","0%"
"*04eg2*","Charlie Barnes","LAD","SP","1038","FA","30","@ARI Wed 9:40PM","0.65","0.22","0%","0%"
"*0404s*","Gregory Santos","SF","RP","1039","FA","26","@MIL Wed 7:40PM","0.65","0.22","2%","0%"
"*05tjx*","Steven Cruz","KC","RP","1040","FA","26","@CIN Wed 7:10PM","0.62","0.04","2%","0%"
"*05koh*","Luke Little","CHC","RP","1041","FA","25","ATH Wed 8:05PM","0.33","0.33","3%","0%"
"*066f4*","Duncan Davitt","CHW","SP","1042","FA","26","@MIN Wed 1:40PM","0.33","0.33","1%","0%"
"*03qld*","Jose Espada","BAL","RP","1043","FA","29","@BOS Wed 6:45PM","0.33","0.33","0%","0%"
"*05t66*","TJ Shook","COL","RP","1044","FA","28","@LAA Wed 9:38PM","0.33","0.33","0%","0%"
"*05ss9*","Roddery Munoz","HOU","RP","1045","FA","26","PIT Wed 8:10PM","0.32","0.11","1%","0%"
"*02mw7*","Lucas Sims","CHW","RP","1046","FA","32","@MIN Wed 1:40PM","0.3","0.03","1%","0%"
"*05xoo*","Elmer Rodriguez","NYY","SP","1047","FA","22","CLE Wed 7:05PM","0.29","0.1","43%","-1%"
"*04q0r*","Dylan Smith","SF","RP","1048","FA","26","@MIL Wed 7:40PM","0.22","0.22","3%","0%"
"*04674*","Johan Oviedo","BOS","SP","1049","FA","28","BAL Wed 6:45PM","0.21","0.21","23%","-1%"
"*04py3*","J.P. France","HOU","SP,RP","1050","FA","31","PIT Wed 8:10PM","0.2","0.07","2%","0%"
"*041rf*","Shane Bieber","TOR","SP","1750","FA","31","@ATL Wed 7:15PM","0","0","78%","0%"
"*02bqy*","Joe Musgrove","SD","SP","6496","FA","33","@PHI Wed 6:40PM","0","0","65%","-2%"
"*05wxy*","Kyle Teel","CHW","C","8803","FA","24","@MIN Wed 1:40PM","0","0","62%","-1%"
"*050vn*","Quinn Priester","MIL","SP","7323","FA","25","SF Wed 7:40PM","0","0","60%","-2%"
"*06alk*","Charlie Condon","COL","1B","2628","FA","23","@LAA Wed 9:38PM","0","0","59%","0%"
"*05gsc*","Jordan Westburg","BAL","3B","9432","FA","27","@BOS Wed 6:45PM","0","0","54%","-1%"
"*05rcf*","Joshua Baez","STL","OF","1485","FA","22","TEX Wed 7:45PM","0","0","52%","0%"
"*060la*","Jett Williams","MIL","2B,SS,OF","9504","FA","22","SF Wed 7:40PM","0","0","52%","0%"
"*06ier*","Ryan Sloan","SEA","SP","8429","FA","20","NYM Wed 3:40PM","0","0","52%","0%"
"*06n8y*","Eli Willits","WSH","SS","9522","FA","18","MIA Wed 1:05PM","0","0","51%","0%"
"*05zd4*","Hagen Smith","CHW","SP","8452","FA","22","@MIN Wed 1:40PM","0","0","50%","0%"
"*062h4*","Carlos Lagrange","NYY","SP","5237","FA","23","CLE Wed 7:05PM","0","0","50%","0%"
"*06roc*","Liam Doyle","STL","SP","3239","FA","21","TEX Wed 7:45PM","0","0","49%","0%"
"*06f0q*","Kristian Campbell","BOS","2B","2193","FA","23","BAL Wed 6:45PM","0","0","48%","-1%"
"*06ktt*","Jamie Arnold","ATH","SP","1404","FA","22","@CHC Wed 8:05PM","0","0","47%","0%"
"*05rfc*","Lazaro Montes","SEA","OF","6313","FA","21","NYM Wed 3:40PM","0","0","46%","0%"
"*043f9*","Pablo Lopez","MIN","SP","5528","FA","30","CHW Wed 1:40PM","0","0","45%","0%"
"*06hx4*","Kaelen Culpepper","MIN","SS","2828","FA","23","CHW Wed 1:40PM","0","0","45%","0%"
"*054p6*","Emmanuel Rodriguez","MIN","OF","7743","FA","23","CHW Wed 1:40PM","0","0","45%","0%"
"*062e0*","Cam Caminiti","ATL","SP","2183","FA","19","TOR Wed 7:15PM","0","0","44%","0%"
"*066ir*","James Tibbs III","LAD","OF","8884","FA","23","@ARI Wed 9:40PM","0","0","44%","0%"
"*05u2p*","Jaxon Wiggins","CHC","SP","9482","FA","24","ATH Wed 8:05PM","0","0","43%","0%"
"*06icx*","Tyler Bremner","LAA","SP","1942","FA","22","COL Wed 9:38PM","0","0","43%","0%"
"*041sq*","Tommy Edman","LAD","2B,OF","3333","FA","31","@ARI Wed 9:40PM","0","0","43%","0%"
"*05ycl*","Travis Sykora","WSH","SP","8724","FA","22","MIA Wed 1:05PM","0","0","43%","0%"
"*06cq8*","Christian Moore","LAA","2B","6340","FA","23","COL Wed 9:38PM","0","0","42%","0%"
"*05y7n*","Jarlin Susana","WSH","SP","8711","FA","22","MIA Wed 1:05PM","0","0","41%","0%"
"*04de1*","Triston Casas","BOS","1B","2307","FA","26","BAL Wed 6:45PM","0","0","41%","0%"
"*067yp*","Ralphy Velazquez","CLE","1B","9200","FA","21","@NYY Wed 7:05PM","0","0","41%","0%"
"*06ms5*","Kyson Witherspoon","BOS","SP","9562","FA","21","BAL Wed 6:45PM","0","0","41%","0%"
"*0637j*","Josue Briceno","DET","C,1B","1955","FA","21","@TB Wed 1:10PM","0","0","41%","0%"
"*05raw*","Harry Ford","WSH","C","3649","FA","23","MIA Wed 1:05PM","0","0","41%","-1%"
"*06f1b*","Brody Hopkins","TB","SP","4704","FA","24","DET Wed 1:10PM","0","0","40%","0%"
"*060gd*","Quinn Mathews","STL","SP","5867","FA","25","TEX Wed 7:45PM","0","0","39%","-1%"
"*066ip*","Mike Sirota","LAD","OF","8419","FA","22","@ARI Wed 9:40PM","0","0","39%","0%"
"*06k7t*","Andrew Fischer","MIL","3B","3577","FA","22","SF Wed 7:40PM","0","0","39%","0%"
"*06pg6*","Aiva Arquette","MIA","SS","1410","FA","22","@WSH Wed 1:05PM","0","0","38%","0%"
"*06utg*","Dax Kilby","NYY","SS","5094","FA","19","CLE Wed 7:05PM","0","0","38%","0%"
"*060m8*","Jurrangelo Cijntje","STL","SP","2523","FA","23","TEX Wed 7:45PM","0","0","38%","0%"
"*04pt2*","Lars Nootbaar","STL","OF","6615","FA","28","TEX Wed 7:45PM","0","0","37%","0%"
"*06ibo*","Emil Morales","LAD","SS","6358","FA","19","@ARI Wed 9:40PM","0","0","37%","0%"
"*06pll*","Ethan Conrad","CHC","OF","2639","FA","21","ATH Wed 8:05PM","0","0","36%","0%"
"*05js6*","Ricky Tiedemann","TOR","SP","8889","FA","23","@ATL Wed 7:15PM","0","0","36%","0%"
"*06mph*","Anthony Eyanson","BOS","SP","3455","FA","21","BAL Wed 6:45PM","0","0","36%","0%"
"*05y3p*","Arjun Nimmala","TOR","SS","6592","FA","20","@ATL Wed 7:15PM","0","0","36%","0%"
"*02mwk*","Jose Berrios","TOR","SP","1724","FA","32","@ATL Wed 7:15PM","0","0","36%","-2%"
"*05yid*","Michael Arroyo","SEA","2B","1419","FA","21","NYM Wed 3:40PM","0","0","35%","0%"
"*05u2m*","Theo Gillen","TB","OF","3959","FA","20","DET Wed 1:10PM","0","0","35%","0%"
"*060eu*","Ben Joyce","LAA","RP","4995","FA","25","COL Wed 9:38PM","0","0","35%","-1%"
