"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros","+/-"
"*06sup*","Jermaine Maricuto","(N/A)","1B","5715","FA","20","","0","0","0%","0%"
"*06rkd*","Nelson Marin","(N/A)","C,1B","5721","FA","20","","0","0","0%","0%"
"*06zev*","Louis Marinaro","TEX","RP","5722","FA","21","@STL Wed 7:45PM","0","0","0%","0%"
"*06rl8*","Luis Marinez","(N/A)","1B","5723","FA","24","","0","0","0%","0%"
"*0730e*","Ryan Marohn","(N/A)","SP","5731","FA","21","","0","0","0%","0%"
"*06rk5*","Angel Marte","(N/A)","C","5754","FA","20","","0","0","0%","0%"
"*07618*","Edwin Marte","BAL","SP","5755","FA","19","@BOS Wed 6:45PM","0","0","0%","0%"
"*0764e*","Josehp Marte","LAD","SP,RP","5758","FA","21","@ARI Wed 9:40PM","0","0","0%","0%"
"*06ult*","Clarence Martina","WSH","RP","5781","FA","21","MIA Wed 1:05PM","0","0","0%","0%"
"*06qy7*","Anel Martinez","(N/A)","SP","5787","FA","20","","0","0","0%","0%"
"*04q3u*","Daniel Martinez","(N/A)","SP,RP","5795","FA","27","","0","0","0%","0%"
"*06sui*","Felix Martinez","(N/A)","RP","5799","FA","23","","0","0","0%","0%"
"*06bl4*","Frank Martinez","TEX","RP","5800","FA","24","@STL Wed 7:45PM","0","0","0%","0%"
"*06meh*","Juan Martinez","CHW","1B,OF","5812","FA","19","@MIN Wed 1:40PM","0","0","0%","0%"
"*06u6p*","Juan Martinez","(N/A)","SP","5814","FA","23","","0","0","0%","0%"
"*06rgu*","Luis Martinez","(N/A)","1B","5820","FA","20","","0","0","0%","0%"
"*0664m*","Quinton Martinez","(N/A)","SP","5829","FA","27","","0","0","0%","0%"
"*06r16*","Randol Martinez","(N/A)","RP","5831","FA","19","","0","0","0%","0%"
"*06qtd*","Robinson Martinez","(N/A)","RP","5834","FA","28","","0","0","0%","0%"
"*06qk7*","Xavier Martinez","CLE","RP","5840","FA","23","@NYY Wed 7:05PM","0","0","0%","0%"
"*06h1u*","Jack Maruskin","(N/A)","SP","5852","FA","26","","0","0","0%","0%"
"*06fu1*","Cameron Masterman","(N/A)","OF","5855","FA","27","","0","0","0%","0%"
"*075li*","Angel Mata","PHI","C","5858","FA","21","SD Wed 6:40PM","0","0","0%","0%"
"*04euk*","Shane Matheny","(N/A)","1B","5865","FA","29","","0","0","0%","0%"
"*0669u*","Jacob Maton","(N/A)","SP","5878","FA","26","","0","0","0%","0%"
"*06amm*","Delvis Matos","(N/A)","OF","5880","FA","21","","0","0","0%","0%"
"*06v2q*","Dwayne Matos","(N/A)","SP","5881","FA","25","","0","0","0%","0%"
"*072wm*","Haru Matsumoto","(N/A)","RP","5885","FA","25","","0","0","0%","0%"
"*06qs2*","Shion Matsuo","(N/A)","C","5886","FA","21","","0","0","0%","0%"
"*06taf*","Jason Matthews","CHW","3B","5889","FA","29","@MIN Wed 1:40PM","0","0","0%","0%"
"*0516a*","John Matthews","(N/A)","RP","5890","FA","28","","0","0","0%","0%"
"*05u3t*","Micah Matthews","(N/A)","3B","5891","FA","19","","0","0","0%","0%"
"*06l3j*","Connor Mattison","(N/A)","SP","5892","FA","21","","0","0","0%","0%"
"*06ahc*","Alex Mauricio","(N/A)","RP","5895","FA","29","","0","0","0%","0%"
"*059c2*","Seth Mayberry","(N/A)","RP","5898","FA","25","","0","0","0%","0%"
"*06twb*","Aric McAtee","CHW","RP","5908","FA","26","@MIN Wed 1:40PM","0","0","0%","0%"
"*074vr*","Nolan McCarthy","DET","OF","5919","FA","24","@TB Wed 1:10PM","0","0","0%","0%"
"*06aht*","Ryan McCoy","TB","OF","5936","FA","23","DET Wed 1:10PM","0","0","0%","0%"
"*051gn*","Morgan McCullough","(N/A)","2B,SS","5942","FA","28","","0","0","0%","0%"
"*072nq*","Caden McDonald","(N/A)","RP","5950","FA","20","","0","0","0%","0%"
"*03qrb*","Max McDowell","(N/A)","C","5954","FA","32","","0","0","0%","0%"
"*06uvx*","Walker McDuffie","(N/A)","RP","5956","FA","20","","0","0","0%","0%"
"*04env*","Aaron McGarity","(N/A)","RP","5961","FA","31","","0","0","0%","0%"
"*06zf2*","Jonny McGill","LAA","OF","5965","FA","23","COL Wed 9:38PM","0","0","0%","0%"
"*0669k*","John McHenry","(N/A)","SS","5977","FA","24","","0","0","0%","0%"
"*05yhs*","J.D. McLaughlin","(N/A)","OF","5992","FA","25","","0","0","0%","0%"
"*075g9*","Cooper McMurray","ATL","1B","6000","FA","24","TOR Wed 7:15PM","0","0","0%","0%"
"*06uxr*","Caleb McNeely","(N/A)","OF","6002","FA","26","","0","0","0%","0%"
"*06suw*","Jake McSteen","(N/A)","RP","6009","FA","30","","0","0","0%","0%"
"*074w1*","Carlos Medina","SD","SP","6023","FA","21","@PHI Wed 6:40PM","0","0","0%","0%"
"*06r0i*","Ruben Medina","TEX","SP","6035","FA","20","@STL Wed 7:45PM","0","0","0%","0%"
"*06zf1*","Chase Meggers","NYM","C","6038","FA","23","@SEA Wed 3:40PM","0","0","0%","0%"
"*06uls*","Naoel Mejia","PHI","RP","6053","FA","23","SD Wed 6:40PM","0","0","0%","0%"
"*075lf*","Rordy Mejia","SD","RP","6055","FA","21","@PHI Wed 6:40PM","0","0","0%","0%"
"*06lfw*","Ubert Mejias","SF","RP","6060","FA","25","@MIL Wed 7:40PM","0","0","0%","0%"
"*06rht*","Anderson Melendez","(N/A)","RP","6064","FA","23","","0","0","0%","0%"
"*06pfl*","Cristofer Melendez","(N/A)","RP","6065","FA","28","","0","0","0%","0%"
"*06um1*","Edwardo Melendez","CHC","SP,RP","6066","FA","22","ATH Wed 8:05PM","0","0","0%","0%"
"*06rm2*","Juan Mendez","(N/A)","RP","6090","FA","27","","0","0","0%","0%"
"*075ky*","Jose Meneses","MIL","RP","6113","FA","21","SF Wed 7:40PM","0","0","0%","0%"
"*04emr*","Jan Mercado","(N/A)","C","6121","FA","26","","0","0","0%","0%"
"*052kd*","Reidy Mercado","(N/A)","OF","6125","FA","25","","0","0","0%","0%"
"*06u75*","Jorge Mercedes","(N/A)","RP","6130","FA","25","","0","0","0%","0%"
"*06tlq*","Juan Mercedes","(N/A)","RP","6132","FA","24","","0","0","0%","0%"
"*06v62*","LJ Mercurius","(N/A)","SP","6136","FA","21","","0","0","0%","0%"
"*06tlu*","Matt Merrill","(N/A)","RP","6142","FA","27","","0","0","0%","0%"
"*072h1*","Sam Mettert","CHC","RP","6155","FA","22","ATH Wed 8:05PM","0","0","0%","0%"
"*06qvi*","Danery Meyer","SEA","RP","6157","FA","19","NYM Wed 3:40PM","0","0","0%","0%"
"*0665p*","Jake Meyer","(N/A)","C","6158","FA","27","","0","0","0%","0%"
"*0765m*","Abner Meza","NYM","SP","6162","FA","19","@SEA Wed 3:40PM","0","0","0%","0%"
"*06v2b*","Moises Meza","COL","SP","6166","FA","20","@LAA Wed 9:38PM","0","0","0%","0%"
"*066cb*","Ryan Middendorf","(N/A)","RP","6171","FA","28","","0","0","0%","0%"
"*06qx7*","Jordan Mikel","(N/A)","RP","6180","FA","27","","0","0","0%","0%"
"*061ab*","Deylen Miley","(N/A)","SP","6188","FA","28","","0","0","0%","0%"
"*075s4*","Brady Miller","NYM","SP","6197","FA","26","@SEA Wed 3:40PM","0","0","0%","0%"
"*0765x*","Cal Miller","(N/A)","3B","6198","FA","19","","0","0","0%","0%"
"*0766a*","Noah Millikan","WSH","SP","6219","FA","23","MIA Wed 1:05PM","0","0","0%","0%"
"*0763g*","Yeider Mindiola","NYM","C","6226","FA","19","@SEA Wed 3:40PM","0","0","0%","0%"
"*06suy*","Jorge Minyety","(N/A)","RP","6230","FA","23","","0","0","0%","0%"
"*06ylp*","Tatsuki Mizuno","(N/A)","SS","6253","FA","25","","0","0","0%","0%"
"*05yaj*","Andre Modungo","(N/A)","3B","6255","FA","20","","0","0","0%","0%"
"*066oc*","Osbriel Mogollon","(N/A)","SP","6258","FA","22","","0","0","0%","0%"
"*06uxz*","Augie Mojica","ARI","RP","6261","FA","21","LAD Wed 9:40PM","0","0","0%","0%"
"*066pz*","Misael Mojica","(N/A)","3B","6262","FA","21","","0","0","0%","0%"
"*06amn*","Moises Molero","(N/A)","OF","6265","FA","21","","0","0","0%","0%"
"*06rjb*","Carlos Molina","(N/A)","C","6267","FA","19","","0","0","0%","0%"
"*06rsb*","Keito Mombetsu","(N/A)","SP","6275","FA","21","","0","0","0%","0%"
"*075go*","Nick Monile","MIL","OF","6283","FA","22","SF Wed 7:40PM","0","0","0%","0%"
"*06v2c*","Darlyn Montero","(N/A)","1B","6295","FA","24","","0","0","0%","0%"
"*06uq3*","Euri Montero","WSH","RP","6299","FA","24","MIA Wed 1:05PM","0","0","0%","0%"
"*06bkw*","Ricardo Montero","LAD","RP","6308","FA","22","@ARI Wed 9:40PM","0","0","0%","0%"
"*01s9g*","Mike Montgomery","(N/A)","RP","6322","FA","36","","0","0","0%","0%"
"*06rtl*","Christopher Montilla","(N/A)","RP","6326","FA","19","","0","0","0%","0%"
"*06ih5*","Wesley Moore","PHI","RP","6349","FA","26","SD Wed 6:40PM","0","0","0%","0%"
"*06ri9*","Angelo Mora","(N/A)","C","6351","FA","20","","0","0","0%","0%"
"*066o4*","Javier Mora","(N/A)","2B","6353","FA","23","","0","0","0%","0%"
"*05wvs*","Juan Mora","(N/A)","2B,3B","6354","FA","26","","0","0","0%","0%"
"*061zs*","Daje Morales","(N/A)","2B","6357","FA","21","","0","0","0%","0%"
"*03r05*","Jonathan Morales","(N/A)","C","6362","FA","31","","0","0","0%","0%"
"*075o4*","Jordan Morales","CHW","RP","6363","FA","26","@MIN Wed 1:40PM","0","0","0%","0%"
"*06tl2*","Johan Moreno","(N/A)","SP","6382","FA","21","","0","0","0%","0%"
"*04zb0*","Luis Moreno","(N/A)","RP","6385","FA","27","","0","0","0%","0%"
"*06l4x*","Chase Morgan","(N/A)","SP","6393","FA","20","","0","0","0%","0%"
"*06hwn*","Tyler Morgan","SD","RP","6396","FA","25","@PHI Wed 6:40PM","0","0","0%","0%"
"*066au*","Hueston Morrill","NYY","RP","6412","FA","26","CLE Wed 7:05PM","0","0","0%","0%"
"*075ip*","Judah Morris","ATH","1B","6414","FA","23","@CHC Wed 8:05PM","0","0","0%","0%"
"*06uxi*","Zack Morris","COL","RP","6417","FA","25","@LAA Wed 9:38PM","0","0","0%","0%"
"*072hs*","MT Morrissey","PHI","RP","6419","FA","24","SD Wed 6:40PM","0","0","0%","0%"
"*06rtk*","Alberto Mota","TEX","RP","6438","FA","23","@STL Wed 7:45PM","0","0","0%","0%"
"*06r45*","Eddy Mota","(N/A)","RP","6439","FA","22","","0","0","0%","0%"
"*06rk2*","Edgar Mota","(N/A)","1B","6440","FA","20","","0","0","0%","0%"
"*06rtj*","Eliseo Mota","DET","RP","6441","FA","23","@TB Wed 1:10PM","0","0","0%","0%"
"*06l5h*","P.J. Moutzouridis","(N/A)","SS","6444","FA","21","","0","0","0%","0%"
"*075l4*","Mitch Mueller","MIN","RP","6451","FA","24","CHW Wed 1:40PM","0","0","0%","0%"
"*06rlb*","Jose Mujica","(N/A)","C","6455","FA","25","","0","0","0%","0%"
"*06ibg*","Ren Mukunoki","(N/A)","SP","6456","FA","25","","0","0","0%","0%"
"*05rcc*","Anthony Mulrine","(N/A)","C","6462","FA","28","","0","0","0%","0%"
"*07619*","Juan Muniz","PIT","RP","6466","FA","18","@HOU Wed 8:10PM","0","0","0%","0%"
"*06cn2*","John Murphy","(N/A)","RP","6480","FA","29","","0","0","0%","0%"
"*06ul2*","Zach Murray","(N/A)","SP","6493","FA","24","","0","0","0%","0%"
"*04zxi*","Ivan Murzi","(N/A)","C","6494","FA","25","","0","0","0%","0%"
"*075kv*","Braylon Myers","CHC","RP","6503","FA","23","ATH Wed 8:05PM","0","0","0%","0%"
"*066r5*","Tyler Myrick","(N/A)","RP","6508","FA","27","","0","0","0%","0%"
"*06u6o*","Alejandro Mendez","(N/A)","RP","6509","FA","25","","0","0","0%","0%"
"*05t29*","Joe Nahas","(N/A)","RP","6513","FA","26","","0","0","0%","0%"
"*06qe3*","Raisei Nakamura","(N/A)","RP","6515","FA","23","","0","0","0%","0%"
"*0662v*","Taishi Nakawake","(N/A)","3B","6516","FA","27","","0","0","0%","0%"
"*06uml*","Luke Napleton","(N/A)","C","6519","FA","24","","0","0","0%","0%"
"*05xo1*","Efrenyer Narvaez","(N/A)","C","6524","FA","23","","0","0","0%","0%"
"*060ve*","Tim Naughton","(N/A)","RP","6530","FA","30","","0","0","0%","0%"
"*05xnu*","Diego Navarro","(N/A)","RP","6536","FA","23","","0","0","0%","0%"
"*067z3*","Vaughn Necker","(N/A)","SP","6544","FA","19","","0","0","0%","0%"
"*04mr8*","Juan Carlos Negret","(N/A)","OF","6549","FA","26","","0","0","0%","0%"
"*06rqt*","Roiber Niazoa","(N/A)","1B","6575","FA","21","","0","0","0%","0%"
"*06cqo*","Angel Nieblas","(N/A)","3B","6583","FA","20","","0","0","0%","0%"
"*0664a*","Hayden Nierman","BAL","RP","6586","FA","26","@BOS Wed 6:45PM","0","0","0%","0%"
"*05yb2*","Hector Nieves","(N/A)","2B","6587","FA","22","","0","0","0%","0%"
"*06zcj*","Peyton Niksch","MIL","SP","6590","FA","22","SF Wed 7:40PM","0","0","0%","0%"
"*06hf4*","Aaron Nixon","NYY","RP","6601","FA","24","CLE Wed 7:05PM","0","0","0%","0%"
"*06u6i*","Jack Noble","(N/A)","RP","6602","FA","26","","0","0","0%","0%"
"*06su6*","Chance Nolan","(N/A)","RP","6608","FA","26","","0","0","0%","0%"
"*06649*","Trey Nordmann","BAL","RP","6617","FA","25","@BOS Wed 6:45PM","0","0","0%","0%"
"*06s34*","Cruz Noriega","(N/A)","RP","6621","FA","28","","0","0","0%","0%"
"*03xu8*","Takahiro Norimoto","(N/A)","SP","6622","FA","35","","0","0","0%","0%"
"*066jr*","Satchell Norman","(N/A)","C,1B","6623","FA","23","","0","0","0%","0%"
"*06um5*","Jose Nova","MIL","RP","6628","FA","24","SF Wed 7:40PM","0","0","0%","0%"
"*06phu*","German Nunez","(N/A)","SP","6645","FA","24","","0","0","0%","0%"
"*06rlm*","Lennyn Nunez","(N/A)","OF","6650","FA","22","","0","0","0%","0%"
"*06rin*","Vicent Nunez","(N/A)","C","6656","FA","21","","0","0","0%","0%"
"*072bu*","Connor O'Hara","TEX","RP","6669","FA","25","@STL Wed 7:45PM","0","0","0%","0%"
"*06r21*","John O'Reilly","(N/A)","RP","6677","FA","30","","0","0","0%","0%"
"*06uxp*","Blaze O'Saben","(N/A)","OF","6679","FA","25","","0","0","0%","0%"
"*0766g*","Angel Obando","WSH","RP","6683","FA","27","MIA Wed 1:05PM","0","0","0%","0%"
"*06um4*","Jimmy Obertop","COL","1B","6685","FA","25","@LAA Wed 9:38PM","0","0","0%","0%"
"*06ak7*","Adrian Ogando","(N/A)","RP","6697","FA","22","","0","0","0%","0%"
"*06ktq*","Shuto Ogata","(N/A)","SP","6704","FA","27","","0","0","0%","0%"
"*06smt*","Ryo Ohta","(N/A)","2B","6709","FA","25","","0","0","0%","0%"
"*0722o*","Ryosuke Ohtsu","(N/A)","SP","6710","FA","27","","0","0","0%","0%"
"*060z3*","Yasunobu Okugawa","(N/A)","SP","6713","FA","25","","0","0","0%","0%"
"*06sbb*","Billy Oldham","MIN","SP","6714","FA","25","CHW Wed 1:40PM","0","0","0%","0%"
"*06ri3*","Jesus Ordonez","(N/A)","C","6748","FA","26","","0","0","0%","0%"
"*06ra8*","Jose Ortega","SD","RP","6761","FA","20","@PHI Wed 6:40PM","0","0","0%","0%"
"*06r77*","Avery Ortiz","(N/A)","2B","6770","FA","20","","0","0","0%","0%"
"*06u1h*","Justin Osterhouse","(N/A)","2B","6802","FA","21","","0","0","0%","0%"
"*072g7*","Johan Otanez","WSH","RP","6804","FA","24","MIA Wed 1:05PM","0","0","0%","0%"
"*06umk*","Tomo Otosaka","(N/A)","OF","6807","FA","32","","0","0","0%","0%"
"*05ymx*","Ivan Oviedo","(N/A)","RP","6819","FA","23","","0","0","0%","0%"
"*06umj*","Brennen Oxford","(N/A)","RP","6828","FA","26","","0","0","0%","0%"
"*06rit*","Miguel Pabon","(N/A)","C","6834","FA","25","","0","0","0%","0%"
"*06su7*","Luis Pacheco","(N/A)","RP","6843","FA","27","","0","0","0%","0%"
"*06r26*","Orlando Pacheco","(N/A)","C","6844","FA","21","","0","0","0%","0%"
"*051ep*","Kanoa Pagan","(N/A)","SP,RP","6858","FA","27","","0","0","0%","0%"
"*06qye*","Isaac Palacio","(N/A)","RP","6862","FA","20","","0","0","0%","0%"
"*06c30*","Johan Palacios","(N/A)","RP","6865","FA","21","","0","0","0%","0%"
"*0766w*","Neiker Palacios","ARI","RP","6869","FA","19","LAD Wed 9:40PM","0","0","0%","0%"
"*073sf*","John Paone","(N/A)","SP","6892","FA","19","","0","0","0%","0%"
"*06rtq*","Angel Paredes","(N/A)","OF","6898","FA","19","","0","0","0%","0%"
"*06v6a*","Luis Paredes","(N/A)","RP","6902","FA","20","","0","0","0%","0%"
"*06rs8*","Ji Hwan Park","(N/A)","2B","6910","FA","20","","0","0","0%","0%"
"*05rbq*","Min-Woo Park","(N/A)","2B","6911","FA","33","","0","0","0%","0%"
"*075o5*","Brendan Parks","BAL","RP","6920","FA","23","@BOS Wed 6:45PM","0","0","0%","0%"
"*051eb*","Hunter Parsons","(N/A)","RP","6928","FA","28","","0","0","0%","0%"
"*06rs4*","Marco Patino","(N/A)","SP","6938","FA","21","","0","0","0%","0%"
"*066j5*","Cole Patten","(N/A)","SP","6943","FA","26","","0","0","0%","0%"
"*06v2e*","Alexis Paulino","(N/A)","RP","6947","FA","23","","0","0","0%","0%"
"*06c81*","Brailyn Paulino","STL","RP","6949","FA","20","TEX Wed 7:45PM","0","0","0%","0%"
"*061v4*","Karell Paz","(N/A)","OF","6969","FA","26","","0","0","0%","0%"
"*06sud*","Esmerlin Peguero","(N/A)","SP","6983","FA","21","","0","0","0%","0%"
"*060mj*","Francis Peguero","(N/A)","RP","6985","FA","28","","0","0","0%","0%"
"*06su5*","Jeremy Peguero","(N/A)","RP","6986","FA","24","","0","0","0%","0%"
"*06c39*","Eliezer Pena","COL","SP","7006","FA","20","@LAA Wed 9:38PM","0","0","0%","0%"
"*06u7b*","Isaac Pena","(N/A)","3B","7012","FA","22","","0","0","0%","0%"
"*05rg6*","Caleb Pendleton","(N/A)","1B","7024","FA","24","","0","0","0%","0%"
"*066ah*","Ty Penner","(N/A)","1B","7026","FA","26","","0","0","0%","0%"
"*070de*","Blake Penso","COL","C","7031","FA","24","@LAA Wed 9:38PM","0","0","0%","0%"
"*062d0*","Fabio Peralta","(N/A)","1B","7043","FA","20","","0","0","0%","0%"
"*061li*","Cole Percival","(N/A)","RP","7049","FA","27","","0","0","0%","0%"
"*0510h*","Alan Perdomo","(N/A)","RP","7050","FA","24","","0","0","0%","0%"
"*06rlh*","Darling Perez","NYM","SP","7076","FA","19","@SEA Wed 3:40PM","0","0","0%","0%"
"*064ox*","Doilin Perez","(N/A)","SP","7077","FA","21","","0","0","0%","0%"
"*05y6m*","Doimil Perez","(N/A)","SP","7078","FA","22","","0","0","0%","0%"
"*021wf*","Hernan Perez","(N/A)","2B,3B","7090","FA","35","","0","0","0%","0%"
"*06uj6*","Jean Perez","(N/A)","2B","7092","FA","23","","0","0","0%","0%"
"*075ll*","Jose Perez","BAL","SS","7097","FA","21","@BOS Wed 6:45PM","0","0","0%","0%"
"*06c7m*","Kener Perez","(N/A)","SP","7102","FA","21","","0","0","0%","0%"
"*064qa*","Marlon Perez","(N/A)","RP","7105","FA","26","","0","0","0%","0%"
"*06mhv*","Miguel Perez","(N/A)","OF","7108","FA","20","","0","0","0%","0%"
"*061rg*","Robert Perez","(N/A)","OF","7115","FA","22","","0","0","0%","0%"
"*060w1*","Samuel Perez","(N/A)","RP","7118","FA","26","","0","0","0%","0%"
"*06htp*","Darius Perry","(N/A)","C","7128","FA","25","","0","0","0%","0%"
"*06zck*","Tanner Perry","MIL","SP","7131","FA","23","SF Wed 7:40PM","0","0","0%","0%"
"*06zcq*","Trey Peters","PIT","SP,RP","7139","FA","23","@HOU Wed 8:10PM","0","0","0%","0%"
"*06qil*","Ben Peterson","SF","RP","7143","FA","24","@MIL Wed 7:40PM","0","0","0%","0%"
"*06hhi*","Ben Petschke","(N/A)","RP","7153","FA","24","","0","0","0%","0%"
"*06zff*","Tyler Pettorini","PHI","2B,3B","7155","FA","23","SD Wed 6:40PM","0","0","0%","0%"
"*065nq*","Jake Pfennigs","(N/A)","RP","7158","FA","26","","0","0","0%","0%"
"*06qim*","Cam Pferrer","(N/A)","RP","7159","FA","27","","0","0","0%","0%"
"*06yjr*","Alex Philpott","(N/A)","RP","7170","FA","21","","0","0","0%","0%"
"*06204*","Louis Pierre","(N/A)","OF","7183","FA","21","","0","0","0%","0%"
"*06ru7*","Rudit Pina","(N/A)","SP","7193","FA","20","","0","0","0%","0%"
"*072ii*","Nicolo Pinazzi","LAA","RP","7198","FA","26","COL Wed 9:38PM","0","0","0%","0%"
"*06rh5*","Euri Pineda","(N/A)","RP","7203","FA","20","","0","0","0%","0%"
"*066o3*","Luis Pineda","(N/A)","C","7209","FA","24","","0","0","0%","0%"
"*06ru8*","Jose Pinto","(N/A)","SP","7222","FA","23","","0","0","0%","0%"
"*06ru6*","Santiago Pinto","DET","OF","7227","FA","20","@TB Wed 1:10PM","0","0","0%","0%"
"*06r0j*","Konner Piotto","(N/A)","C","7230","FA","28","","0","0","0%","0%"
"*06l5e*","Tyler Pitzer","(N/A)","SP","7240","FA","21","","0","0","0%","0%"
"*06qx8*","Chase Plymell","CHW","RP","7248","FA","28","@MIN Wed 1:40PM","0","0","0%","0%"
"*06zh6*","Andrew Pogue","DET","RP","7251","FA","25","@TB Wed 1:10PM","0","0","0%","0%"
"*06r7s*","Marcos Pol","(N/A)","SP","7252","FA","20","","0","0","0%","0%"
"*06tma*","Brandison Polanco","(N/A)","RP","7255","FA","23","","0","0","0%","0%"
"*06tmb*","Brayan Polanco","(N/A)","RP","7256","FA","21","","0","0","0%","0%"
"*060go*","Bryan Polanco","WSH","SP","7257","FA","24","MIA Wed 1:05PM","0","0","0%","0%"
"*06r33*","Julio Polanco","(N/A)","RP","7261","FA","19","","0","0","0%","0%"
"*06tmc*","Natanael Polanco","MIA","RP","7264","FA","23","@WSH Wed 1:05PM","0","0","0%","0%"
"*06ktr*","TJ Pompey","(N/A)","SS","7272","FA","21","","0","0","0%","0%"
"*04pvy*","Thomas Ponticelli","(N/A)","SP,RP","7276","FA","29","","0","0","0%","0%"
"*074vu*","Tom Poole","TB","OF","7277","FA","23","DET Wed 1:10PM","0","0","0%","0%"
"*0626s*","Bryan Pope","(N/A)","SP","7280","FA","27","","0","0","0%","0%"
"*06rto*","Danny Portel","NYM","RP","7284","FA","21","@SEA Wed 3:40PM","0","0","0%","0%"
"*072dp*","Matt Potok","PHI","RP","7294","FA","23","SD Wed 6:40PM","0","0","0%","0%"
"*06421*","Walker Powell","(N/A)","SP","7300","FA","29","","0","0","0%","0%"
"*06rl0*","Santiago Prado","(N/A)","2B","7306","FA","19","","0","0","0%","0%"
"*06qom*","Dawson Price","DET","RP","7320","FA","21","@TB Wed 1:10PM","0","0","0%","0%"
"*06c3l*","Connor Prins","(N/A)","SP","7325","FA","22","","0","0","0%","0%"
"*06mvc*","Robert Puente","(N/A)","RP","7338","FA","19","","0","0","0%","0%"
"*06v2n*","Sebastian Pulido","(N/A)","RP","7344","FA","20","","0","0","0%","0%"
"*06r87*","Andrew Purdy","(N/A)","3B","7346","FA","20","","0","0","0%","0%"
"*060uc*","Jarren Purify","(N/A)","SS","7347","FA","20","","0","0","0%","0%"
"*062eb*","Josh Pyne","(N/A)","3B","7350","FA","23","","0","0","0%","0%"
"*06mpw*","Yunior Quezada","LAD","OF","7359","FA","20","@ARI Wed 9:40PM","0","0","0%","0%"
"*06qk8*","Stephen Quigley","CIN","RP","7361","FA","26","KC Wed 7:10PM","0","0","0%","0%"
"*0761a*","Chaily Ramirez","CHC","RP","7406","FA","21","ATH Wed 8:05PM","0","0","0%","0%"
"*06qx9*","Jose Ramirez","(N/A)","RP","7419","FA","25","","0","0","0%","0%"
"*05r6e*","Kelvin Ramirez","LAD","RP","7424","FA","24","@ARI Wed 9:40PM","0","0","0%","0%"
"*0764f*","Michael Ramirez","LAD","RP","7429","FA","21","@ARI Wed 9:40PM","0","0","0%","0%"
"*06v2m*","Ruben Ramirez","SEA","RP","7440","FA","21","NYM Wed 3:40PM","0","0","0%","0%"
"*06ump*","Wanmer Ramirez","(N/A)","RP","7442","FA","22","","0","0","0%","0%"
"*0763r*","Emilio Ramos","CHC","RP","7452","FA","20","ATH Wed 8:05PM","0","0","0%","0%"
"*06uma*","Porfirio Ramos","HOU","RP","7462","FA","22","PIT Wed 8:10PM","0","0","0%","0%"
"*075kz*","Anfernny Reyes","MIL","RP","7541","FA","22","SF Wed 7:40PM","0","0","0%","0%"
"*06qyt*","Angel Reyes","(N/A)","SP","7542","FA","28","","0","0","0%","0%"
"*06mf9*","Elvis Reyes","(N/A)","RP","7547","FA","23","","0","0","0%","0%"
"*06qy4*","Endry Reyes","TOR","1B","7549","FA","19","@ATL Wed 7:15PM","0","0","0%","0%"
"*06tl7*","Jean Reyes","(N/A)","RP","7556","FA","23","","0","0","0%","0%"
"*06uh6*","Jimmy Reyes","(N/A)","RP","7560","FA","20","","0","0","0%","0%"
"*06umt*","Yokelvin Reyes","LAA","SP,RP","7573","FA","22","COL Wed 9:38PM","0","0","0%","0%"
"*06rsu*","Cole Reynolds","CHC","RP","7576","FA","24","ATH Wed 8:05PM","0","0","0%","0%"
"*075la*","Erick Reynoso","ARI","RP","7579","FA","23","LAD Wed 9:40PM","0","0","0%","0%"
"*06r53*","Franniel Reynoso","WSH","SP","7580","FA","19","MIA Wed 1:05PM","0","0","0%","0%"
"*06r5j*","Ibrain Ricardo","(N/A)","2B","7586","FA","18","","0","0","0%","0%"
"*06s33*","Nick Richmond","(N/A)","RP","7597","FA","28","","0","0","0%","0%"
"*06zh5*","Cal Riehl","SD","RP","7599","FA","22","@PHI Wed 6:40PM","0","0","0%","0%"
"*074mm*","Cam Righi","(N/A)","OF","7605","FA","19","","0","0","0%","0%"
"*06rij*","Alvaro Rios","(N/A)","C","7621","FA","19","","0","0","0%","0%"
"*06ri5*","Kevin Rivas","CLE","1B","7634","FA","23","@NYY Wed 7:05PM","0","0","0%","0%"
"*075gf*","Ediel Rivera","NYY","C","7642","FA","20","CLE Wed 7:05PM","0","0","0%","0%"
"*06riw*","Miguel Rivera","(N/A)","C","7648","FA","19","","0","0","0%","0%"
"*06rlz*","Gabriel Rivero","HOU","RP","7654","FA","21","PIT Wed 8:10PM","0","0","0%","0%"
"*0737q*","Mavrick Rizy","(N/A)","RP","7661","FA","21","","0","0","0%","0%"
"*06rj3*","Jhonanderson Robain","(N/A)","C","7663","FA","20","","0","0","0%","0%"
"*04pv9*","Cody Roberts","(N/A)","C","7674","FA","29","","0","0","0%","0%"
"*075lh*","Jacob Roberts","WSH","RP","7676","FA","24","MIA Wed 1:05PM","0","0","0%","0%"
"*041sm*","Errol Robinson","(N/A)","SS","7686","FA","31","","0","0","0%","0%"
"*05u39*","Ethan Robinson","(N/A)","SP","7687","FA","21","","0","0","0%","0%"
"*06hgw*","Liam Rocha","(N/A)","SP","7700","FA","24","","0","0","0%","0%"
"*06qjm*","Kyle Roche","LAA","RP","7702","FA","24","COL Wed 9:38PM","0","0","0%","0%"
"*04emy*","Brody Rodning","(N/A)","RP","7708","FA","30","","0","0","0%","0%"
